log4j:WARN No appenders could be found for logger (org.apache.kafka.clients.producer.ProducerConfig).
log4j:WARN Please initialize the log4j system properly.
log4j:WARN See http://logging.apache.org/log4j/1.2/faq.html#noconfig for more info.
Publishing:  ANZ,BUY ,207.81,564,1534849030947,2018-08-21 20:57:10.947
Publishing:  AGL,SELL,888.17,682,1534849031952,2018-08-21 20:57:11.952
Publishing:  AMC,BUY ,582.83,174,1534849032959,2018-08-21 20:57:12.959
Publishing:  ANZ,SELL,879.71,223,1534849033963,2018-08-21 20:57:13.963
Publishing:  AMC,BUY ,8.44,546,1534849034968,2018-08-21 20:57:14.968
Publishing:  AGL,SELL,647.62,746,1534849035971,2018-08-21 20:57:15.971
Publishing:  AGL,BUY ,305.46,834,1534849036972,2018-08-21 20:57:16.972
Publishing:  AMC,SELL,95.77,761,1534849037977,2018-08-21 20:57:17.977
Publishing:  AMC,BUY ,805.05,955,1534849038980,2018-08-21 20:57:18.98
Publishing:  ANZ,SELL,501.20,144,1534849039985,2018-08-21 20:57:19.985
Publishing:  AMC,BUY ,789.09,732,1534849040986,2018-08-21 20:57:20.986
Publishing:  AMC,SELL,658.00,171,1534849041986,2018-08-21 20:57:21.986
Publishing:  ANZ,BUY ,692.59,230,1534849042991,2018-08-21 20:57:22.991
Publishing:  ANZ,SELL,998.33,165,1534849043994,2018-08-21 20:57:23.994
Publishing:  AMC,BUY ,307.03,171,1534849044998,2018-08-21 20:57:24.998
Publishing:  AMC,SELL,425.70,625,1534849046001,2018-08-21 20:57:26.001
Publishing:  ANZ,BUY ,36.43,352,1534849047005,2018-08-21 20:57:27.005
Publishing:  AMC,SELL,174.56,207,1534849048008,2018-08-21 20:57:28.008
Publishing:  ANZ,BUY ,852.99,396,1534849049012,2018-08-21 20:57:29.012
Publishing:  AGL,SELL,871.12,523,1534849050017,2018-08-21 20:57:30.017
Publishing:  ANZ,BUY ,975.09,81,1534849051021,2018-08-21 20:57:31.021
Publishing:  ANZ,SELL,111.30,307,1534849052026,2018-08-21 20:57:32.026
Publishing:  ANZ,BUY ,447.51,488,1534849053029,2018-08-21 20:57:33.029
Publishing:  AMC,SELL,294.97,711,1534849054034,2018-08-21 20:57:34.034
Publishing:  ANZ,BUY ,742.37,415,1534849055039,2018-08-21 20:57:35.039
Publishing:  ANZ,SELL,159.71,561,1534849056039,2018-08-21 20:57:36.039
Publishing:  AGL,BUY ,218.94,403,1534849057040,2018-08-21 20:57:37.04
Publishing:  AGL,SELL,442.38,372,1534849058045,2018-08-21 20:57:38.045
Publishing:  ANZ,BUY ,781.50,80,1534849059050,2018-08-21 20:57:39.05
Publishing:  AMC,SELL,363.84,695,1534849060053,2018-08-21 20:57:40.053
Publishing:  AMC,BUY ,356.51,262,1534849061057,2018-08-21 20:57:41.057
Publishing:  AGL,SELL,179.54,249,1534849062062,2018-08-21 20:57:42.062
Publishing:  AMC,BUY ,874.06,339,1534849063067,2018-08-21 20:57:43.067
Publishing:  AGL,SELL,868.24,308,1534849064072,2018-08-21 20:57:44.072
Publishing:  ANZ,BUY ,283.15,77,1534849065078,2018-08-21 20:57:45.078
Publishing:  ANZ,SELL,141.05,571,1534849066081,2018-08-21 20:57:46.081
Publishing:  AGL,BUY ,756.20,254,1534849067084,2018-08-21 20:57:47.084
Publishing:  ANZ,SELL,345.08,573,1534849068086,2018-08-21 20:57:48.086
Publishing:  AGL,BUY ,645.84,664,1534849069090,2018-08-21 20:57:49.09
Publishing:  ANZ,SELL,508.20,610,1534849070093,2018-08-21 20:57:50.093
Publishing:  AMC,BUY ,944.91,545,1534849071097,2018-08-21 20:57:51.097
Publishing:  ANZ,SELL,726.17,458,1534849072100,2018-08-21 20:57:52.1
Publishing:  ANZ,BUY ,970.98,998,1534849073105,2018-08-21 20:57:53.105
Publishing:  ANZ,SELL,328.31,731,1534849074110,2018-08-21 20:57:54.11
Publishing:  AGL,BUY ,747.01,624,1534849075111,2018-08-21 20:57:55.111
Publishing:  ANZ,SELL,774.67,226,1534849076116,2018-08-21 20:57:56.116
Publishing:  ANZ,BUY ,82.59,804,1534849077121,2018-08-21 20:57:57.121
Publishing:  AGL,SELL,35.37,534,1534849078124,2018-08-21 20:57:58.124
Some network delay induced..
Publishing:  ANZ,BUY ,673.36,268,1534849079145,2018-08-21 20:57:59.145
Publishing:  AGL,SELL,282.11,353,1534849080146,2018-08-21 20:58:00.146
Publishing:  ANZ,BUY ,630.84,833,1534849081150,2018-08-21 20:58:01.15
Publishing:  AMC,SELL,81.98,768,1534849082153,2018-08-21 20:58:02.153
Publishing:  ANZ,BUY ,731.24,962,1534849083156,2018-08-21 20:58:03.156
Publishing:  AGL,SELL,925.41,936,1534849084160,2018-08-21 20:58:04.16
Publishing:  AMC,BUY ,328.72,779,1534849085164,2018-08-21 20:58:05.164
Publishing:  AGL,SELL,842.90,737,1534849086166,2018-08-21 20:58:06.166
Publishing:  ANZ,BUY ,317.18,897,1534849087168,2018-08-21 20:58:07.168
Publishing:  AGL,SELL,69.38,684,1534849088169,2018-08-21 20:58:08.169
Publishing:  AMC,BUY ,744.39,474,1534849089174,2018-08-21 20:58:09.174
Publishing:  AMC,SELL,200.25,630,1534849090177,2018-08-21 20:58:10.177
Publishing:  AGL,BUY ,683.22,40,1534849091183,2018-08-21 20:58:11.183
Publishing:  AGL,SELL,49.79,597,1534849092188,2018-08-21 20:58:12.188
Publishing:  ANZ,BUY ,746.94,12,1534849093189,2018-08-21 20:58:13.189
Publishing:  AGL,SELL,470.65,39,1534849094195,2018-08-21 20:58:14.195
Publishing:  AGL,BUY ,199.11,692,1534849095196,2018-08-21 20:58:15.196
Publishing:  AMC,SELL,721.98,192,1534849096201,2018-08-21 20:58:16.201
Publishing:  AMC,BUY ,953.17,559,1534849097203,2018-08-21 20:58:17.203
Publishing:  ANZ,SELL,584.26,682,1534849098205,2018-08-21 20:58:18.205
Publishing:  ANZ,BUY ,883.07,397,1534849099206,2018-08-21 20:58:19.206
Publishing:  ANZ,SELL,310.47,67,1534849100210,2018-08-21 20:58:20.21
Publishing:  ANZ,BUY ,773.09,161,1534849101211,2018-08-21 20:58:21.211
Publishing:  AGL,SELL,676.09,525,1534849102216,2018-08-21 20:58:22.216
Publishing:  AMC,BUY ,923.93,713,1534849103220,2018-08-21 20:58:23.22
Publishing:  ANZ,SELL,844.48,447,1534849104221,2018-08-21 20:58:24.221
Publishing:  ANZ,BUY ,901.69,994,1534849105226,2018-08-21 20:58:25.226
Publishing:  AMC,SELL,499.60,102,1534849106226,2018-08-21 20:58:26.226
Publishing:  AMC,BUY ,167.06,710,1534849107231,2018-08-21 20:58:27.231
Publishing:  AMC,SELL,714.62,128,1534849108235,2018-08-21 20:58:28.235
Publishing:  ANZ,BUY ,354.86,727,1534849109240,2018-08-21 20:58:29.24
Publishing:  ANZ,SELL,322.76,277,1534849110244,2018-08-21 20:58:30.244
Publishing:  AGL,BUY ,786.99,371,1534849111246,2018-08-21 20:58:31.246
Publishing:  AGL,SELL,135.89,662,1534849112250,2018-08-21 20:58:32.25
Publishing:  AGL,BUY ,396.84,95,1534849113252,2018-08-21 20:58:33.252
Publishing:  ANZ,SELL,216.76,0,1534849114254,2018-08-21 20:58:34.254
Publishing:  ANZ,BUY ,619.23,918,1534849115259,2018-08-21 20:58:35.259
Publishing:  AGL,SELL,552.17,367,1534849116260,2018-08-21 20:58:36.26
Publishing:  AMC,BUY ,957.01,706,1534849117265,2018-08-21 20:58:37.265
Publishing:  AGL,SELL,897.58,445,1534849118266,2018-08-21 20:58:38.266
Publishing:  AGL,BUY ,874.01,246,1534849119269,2018-08-21 20:58:39.269
Publishing:  AMC,SELL,267.32,50,1534849120272,2018-08-21 20:58:40.272
Publishing:  ANZ,BUY ,383.77,452,1534849121275,2018-08-21 20:58:41.275
Publishing:  AGL,SELL,530.39,299,1534849122277,2018-08-21 20:58:42.277
Publishing:  ANZ,BUY ,204.52,250,1534849123282,2018-08-21 20:58:43.282
Publishing:  AMC,SELL,838.01,645,1534849124284,2018-08-21 20:58:44.284
Publishing:  AMC,BUY ,632.87,349,1534849125287,2018-08-21 20:58:45.287
Publishing:  ANZ,SELL,157.19,232,1534849126292,2018-08-21 20:58:46.292
Publishing:  AGL,BUY ,352.43,528,1534849127293,2018-08-21 20:58:47.293
Publishing:  AGL,SELL,13.61,446,1534849128298,2018-08-21 20:58:48.298
Publishing:  ANZ,BUY ,238.17,563,1534849129304,2018-08-21 20:58:49.304
Publishing:  AMC,SELL,657.57,931,1534849130308,2018-08-21 20:58:50.308
Publishing:  AMC,BUY ,843.23,62,1534849131309,2018-08-21 20:58:51.309
Publishing:  AGL,SELL,258.03,508,1534849132311,2018-08-21 20:58:52.311
Publishing:  ANZ,BUY ,662.32,501,1534849133315,2018-08-21 20:58:53.315
Publishing:  ANZ,SELL,403.07,458,1534849134317,2018-08-21 20:58:54.317
Publishing:  AMC,BUY ,454.10,11,1534849135321,2018-08-21 20:58:55.321
Publishing:  AMC,SELL,138.90,486,1534849136325,2018-08-21 20:58:56.325
Publishing:  ANZ,BUY ,874.93,448,1534849137330,2018-08-21 20:58:57.33
Publishing:  ANZ,SELL,14.92,340,1534849138333,2018-08-21 20:58:58.333
Publishing:  AGL,BUY ,426.96,981,1534849139333,2018-08-21 20:58:59.333
Publishing:  AGL,SELL,119.12,706,1534849140338,2018-08-21 20:59:00.338
Some network delay induced..
Publishing:  ANZ,BUY ,256.19,333,1534849141495,2018-08-21 20:59:01.495
Publishing:  ANZ,SELL,885.67,975,1534849142495,2018-08-21 20:59:02.495
Publishing:  AGL,BUY ,649.36,724,1534849143499,2018-08-21 20:59:03.499
Publishing:  AGL,SELL,536.00,398,1534849144502,2018-08-21 20:59:04.502
Publishing:  AGL,BUY ,173.21,441,1534849145506,2018-08-21 20:59:05.506
Publishing:  AGL,SELL,374.63,922,1534849146509,2018-08-21 20:59:06.509
Publishing:  AMC,BUY ,275.86,349,1534849147514,2018-08-21 20:59:07.514
Publishing:  AMC,SELL,803.06,649,1534849148518,2018-08-21 20:59:08.518
Publishing:  ANZ,BUY ,827.05,250,1534849149522,2018-08-21 20:59:09.522
Publishing:  AMC,SELL,837.37,667,1534849150524,2018-08-21 20:59:10.524
Publishing:  AGL,BUY ,512.56,166,1534849151529,2018-08-21 20:59:11.529
Publishing:  AGL,SELL,119.78,642,1534849152533,2018-08-21 20:59:12.533
Publishing:  AMC,BUY ,217.94,0,1534849153534,2018-08-21 20:59:13.534
Publishing:  ANZ,SELL,899.43,202,1534849154537,2018-08-21 20:59:14.537
Publishing:  ANZ,BUY ,537.41,423,1534849155541,2018-08-21 20:59:15.541
Publishing:  AMC,SELL,224.32,807,1534849156545,2018-08-21 20:59:16.545
Publishing:  AGL,BUY ,326.35,656,1534849157550,2018-08-21 20:59:17.55
Publishing:  AMC,SELL,634.38,123,1534849158554,2018-08-21 20:59:18.554
Publishing:  ANZ,BUY ,778.99,878,1534849159555,2018-08-21 20:59:19.555
Publishing:  AMC,SELL,974.42,927,1534849160560,2018-08-21 20:59:20.56
Publishing:  AMC,BUY ,857.69,433,1534849161564,2018-08-21 20:59:21.564
Publishing:  AGL,SELL,556.40,646,1534849162569,2018-08-21 20:59:22.569
Publishing:  ANZ,BUY ,26.46,298,1534849163573,2018-08-21 20:59:23.573
Publishing:  AMC,SELL,791.73,567,1534849164576,2018-08-21 20:59:24.576
Publishing:  AMC,BUY ,148.07,74,1534849165580,2018-08-21 20:59:25.58
Publishing:  ANZ,SELL,587.54,298,1534849166584,2018-08-21 20:59:26.584
Publishing:  ANZ,BUY ,93.17,48,1534849167587,2018-08-21 20:59:27.587
Publishing:  ANZ,SELL,254.52,663,1534849168589,2018-08-21 20:59:28.589
Publishing:  ANZ,BUY ,79.02,330,1534849169591,2018-08-21 20:59:29.591
Publishing:  ANZ,SELL,409.76,684,1534849170593,2018-08-21 20:59:30.593
Publishing:  ANZ,BUY ,6.83,352,1534849171598,2018-08-21 20:59:31.598
Publishing:  AGL,SELL,374.13,677,1534849172599,2018-08-21 20:59:32.599
Publishing:  AMC,BUY ,98.68,541,1534849173601,2018-08-21 20:59:33.601
Publishing:  AGL,SELL,862.04,979,1534849174602,2018-08-21 20:59:34.602
Publishing:  ANZ,BUY ,948.62,79,1534849175606,2018-08-21 20:59:35.606
Publishing:  AMC,SELL,340.20,448,1534849176611,2018-08-21 20:59:36.611
Publishing:  ANZ,BUY ,697.12,20,1534849177616,2018-08-21 20:59:37.616
Publishing:  AMC,SELL,292.53,191,1534849178618,2018-08-21 20:59:38.618
Publishing:  AMC,BUY ,414.19,229,1534849179621,2018-08-21 20:59:39.621
Publishing:  ANZ,SELL,769.86,46,1534849180626,2018-08-21 20:59:40.626
Publishing:  AGL,BUY ,933.56,757,1534849181630,2018-08-21 20:59:41.63
Publishing:  AMC,SELL,26.04,820,1534849182632,2018-08-21 20:59:42.632
Publishing:  AMC,BUY ,318.95,32,1534849183637,2018-08-21 20:59:43.637
Publishing:  ANZ,SELL,746.05,37,1534849184639,2018-08-21 20:59:44.639
Publishing:  AMC,BUY ,862.97,462,1534849185642,2018-08-21 20:59:45.642
Publishing:  AGL,SELL,357.05,939,1534849186646,2018-08-21 20:59:46.646
Publishing:  AGL,BUY ,20.43,359,1534849187647,2018-08-21 20:59:47.647
Publishing:  ANZ,SELL,180.15,764,1534849188651,2018-08-21 20:59:48.651
Publishing:  ANZ,BUY ,959.84,342,1534849189655,2018-08-21 20:59:49.655
Publishing:  AMC,SELL,728.16,1,1534849190660,2018-08-21 20:59:50.66
Publishing:  AGL,BUY ,480.43,79,1534849191663,2018-08-21 20:59:51.663
Publishing:  AGL,SELL,283.99,994,1534849192664,2018-08-21 20:59:52.664
Publishing:  ANZ,BUY ,886.81,498,1534849193666,2018-08-21 20:59:53.666
Publishing:  AMC,SELL,4.51,516,1534849194670,2018-08-21 20:59:54.67
Publishing:  AMC,BUY ,39.38,344,1534849195671,2018-08-21 20:59:55.671
Publishing:  AMC,SELL,186.50,421,1534849196673,2018-08-21 20:59:56.673
Publishing:  AGL,BUY ,205.58,371,1534849197677,2018-08-21 20:59:57.677
Publishing:  AMC,SELL,3.94,812,1534849198681,2018-08-21 20:59:58.681
Publishing:  AGL,BUY ,525.92,479,1534849199686,2018-08-21 20:59:59.686
Publishing:  ANZ,SELL,980.09,483,1534849200686,2018-08-21 21:00:00.686
Publishing:  AMC,BUY ,878.11,133,1534849201689,2018-08-21 21:00:01.689
Publishing:  AMC,SELL,693.32,502,1534849202693,2018-08-21 21:00:02.693
Publishing:  ANZ,BUY ,673.96,789,1534849203697,2018-08-21 21:00:03.697
Publishing:  ANZ,SELL,731.90,4,1534849204699,2018-08-21 21:00:04.699
Publishing:  ANZ,BUY ,655.42,144,1534849205703,2018-08-21 21:00:05.703
Publishing:  ANZ,SELL,711.14,282,1534849206708,2018-08-21 21:00:06.708
Publishing:  ANZ,BUY ,70.24,518,1534849207713,2018-08-21 21:00:07.713
Publishing:  AGL,SELL,245.21,733,1534849208713,2018-08-21 21:00:08.713
Publishing:  ANZ,BUY ,701.89,707,1534849209716,2018-08-21 21:00:09.716
Publishing:  AMC,SELL,126.37,822,1534849210718,2018-08-21 21:00:10.718
Publishing:  AMC,BUY ,104.75,697,1534849211722,2018-08-21 21:00:11.722
Publishing:  ANZ,SELL,605.93,205,1534849212727,2018-08-21 21:00:12.727
Publishing:  ANZ,BUY ,52.60,755,1534849213732,2018-08-21 21:00:13.732
Publishing:  ANZ,SELL,594.02,608,1534849214733,2018-08-21 21:00:14.733
Publishing:  AMC,BUY ,646.91,829,1534849215739,2018-08-21 21:00:15.739
Publishing:  ANZ,SELL,799.61,106,1534849216744,2018-08-21 21:00:16.744
Publishing:  AMC,BUY ,751.41,207,1534849217744,2018-08-21 21:00:17.744
Publishing:  AMC,SELL,317.25,351,1534849218750,2018-08-21 21:00:18.75
Publishing:  AMC,BUY ,419.95,473,1534849219754,2018-08-21 21:00:19.754
Publishing:  AMC,SELL,933.84,724,1534849220758,2018-08-21 21:00:20.758
Publishing:  AGL,BUY ,767.40,126,1534849221762,2018-08-21 21:00:21.762
Publishing:  ANZ,SELL,476.46,793,1534849222767,2018-08-21 21:00:22.767
Publishing:  ANZ,BUY ,296.34,58,1534849223771,2018-08-21 21:00:23.771
Publishing:  AMC,SELL,851.45,216,1534849224773,2018-08-21 21:00:24.773
Publishing:  AMC,BUY ,37.37,894,1534849225778,2018-08-21 21:00:25.778
Some network delay induced..
Publishing:  AMC,SELL,35.31,237,1534849226928,2018-08-21 21:00:26.928
Publishing:  AMC,BUY ,986.74,217,1534849227933,2018-08-21 21:00:27.933
Publishing:  AGL,SELL,169.48,805,1534849228937,2018-08-21 21:00:28.937
Publishing:  ANZ,BUY ,232.02,557,1534849229939,2018-08-21 21:00:29.939
Publishing:  ANZ,SELL,84.00,225,1534849230939,2018-08-21 21:00:30.939
Publishing:  AGL,BUY ,845.36,425,1534849231943,2018-08-21 21:00:31.943
Publishing:  AGL,SELL,29.19,218,1534849232946,2018-08-21 21:00:32.946
Publishing:  AGL,BUY ,93.45,763,1534849233950,2018-08-21 21:00:33.95
Publishing:  ANZ,SELL,129.73,756,1534849234954,2018-08-21 21:00:34.954
Publishing:  ANZ,BUY ,764.07,492,1534849235954,2018-08-21 21:00:35.954
Publishing:  ANZ,SELL,92.18,644,1534849236956,2018-08-21 21:00:36.956
Publishing:  AGL,BUY ,441.76,334,1534849237961,2018-08-21 21:00:37.961
Publishing:  ANZ,SELL,994.83,628,1534849238965,2018-08-21 21:00:38.965
Publishing:  ANZ,BUY ,378.25,326,1534849239965,2018-08-21 21:00:39.965
Publishing:  AMC,SELL,567.90,260,1534849240970,2018-08-21 21:00:40.97
Publishing:  AMC,BUY ,198.21,971,1534849241974,2018-08-21 21:00:41.974
Publishing:  AMC,SELL,232.37,952,1534849242978,2018-08-21 21:00:42.978
Publishing:  AGL,BUY ,56.80,335,1534849243981,2018-08-21 21:00:43.981
Publishing:  AMC,SELL,307.50,566,1534849244981,2018-08-21 21:00:44.981
Publishing:  AGL,BUY ,22.75,595,1534849245983,2018-08-21 21:00:45.983
Publishing:  ANZ,SELL,219.65,894,1534849246987,2018-08-21 21:00:46.987
Publishing:  ANZ,BUY ,399.08,732,1534849247991,2018-08-21 21:00:47.991
Publishing:  AGL,SELL,249.46,18,1534849248994,2018-08-21 21:00:48.994
Publishing:  AMC,BUY ,413.52,394,1534849249995,2018-08-21 21:00:49.995
Publishing:  ANZ,SELL,339.61,869,1534849250995,2018-08-21 21:00:50.995
Publishing:  AMC,BUY ,211.35,733,1534849251997,2018-08-21 21:00:51.997
Publishing:  ANZ,SELL,751.88,662,1534849252998,2018-08-21 21:00:52.998
Publishing:  AGL,BUY ,365.97,568,1534849253999,2018-08-21 21:00:53.999
Publishing:  ANZ,SELL,910.40,531,1534849255003,2018-08-21 21:00:55.003
Publishing:  ANZ,BUY ,185.52,272,1534849256006,2018-08-21 21:00:56.006
Publishing:  AMC,SELL,596.74,776,1534849257011,2018-08-21 21:00:57.011
Publishing:  AMC,BUY ,939.28,852,1534849258016,2018-08-21 21:00:58.016
Publishing:  AMC,SELL,773.09,384,1534849259019,2018-08-21 21:00:59.019
Publishing:  AGL,BUY ,752.65,644,1534849260020,2018-08-21 21:01:00.02
Publishing:  AGL,SELL,701.26,424,1534849261023,2018-08-21 21:01:01.023
Publishing:  ANZ,BUY ,327.72,715,1534849262027,2018-08-21 21:01:02.027
Publishing:  AGL,SELL,697.99,160,1534849263030,2018-08-21 21:01:03.03
Publishing:  AGL,BUY ,834.05,574,1534849264035,2018-08-21 21:01:04.035
Publishing:  ANZ,SELL,821.53,131,1534849265037,2018-08-21 21:01:05.037
Publishing:  AGL,BUY ,284.62,116,1534849266041,2018-08-21 21:01:06.041
Publishing:  ANZ,SELL,19.32,755,1534849267046,2018-08-21 21:01:07.046
